Plot_ID,EP_Plot_ID,Exploratory,Latitude,Longitude,VIP,MIP,Landuse,Soil_Type_German,Soil_Type_WRB,Main_Tree_Species
S240,na,SCH,53.06,13.86,no,no,Forest,nd,nd,nd
S241,na,SCH,53.06,13.86,no,no,Forest,nd,nd,nd
S242,na,SCH,53.06,13.86,no,no,Forest,nd,nd,nd
S243,na,SCH,53.06,13.86,no,no,Forest,nd,nd,nd
S244,na,SCH,53.06,13.86,no,no,Forest,nd,nd,nd
S245,na,SCH,53.06,13.86,no,no,Forest,nd,nd,nd
S246,na,SCH,53.06,13.85,no,no,Forest,nd,nd,nd
S247,na,SCH,53.07,13.85,no,no,Forest,nd,nd,nd
S248,na,SCH,53.07,13.86,no,no,Forest,nd,nd,nd
S249,na,SCH,53.07,13.86,no,no,Forest,nd,nd,nd
S25,na,SCH,53,13.84,no,no,Forest,nd,nd,nd
S188,na,SCH,53.02,13.87,no,no,Forest,nd,nd,nd
S189,na,SCH,53.02,13.87,no,no,Forest,nd,nd,nd
S19,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S190,na,SCH,53.02,13.87,no,no,Forest,nd,nd,nd
S191,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S192,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S193,na,SCH,53.01,13.87,no,no,Forest,nd,nd,nd
S194,na,SCH,53.06,13.94,no,no,Forest,nd,nd,nd
S195,na,SCH,53.06,13.94,no,no,Forest,nd,nd,nd
S196,na,SCH,53.06,13.94,no,no,Forest,nd,nd,nd
S197,na,SCH,53.06,13.94,no,no,Forest,nd,nd,nd
S198,na,SCH,53.06,13.93,no,no,Forest,nd,nd,nd
S199,na,SCH,53.06,13.93,no,no,Forest,nd,nd,nd
S2,na,SCH,53,13.85,no,no,Forest,nd,nd,nd
S20,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S200,na,SCH,53.06,13.94,no,no,Forest,nd,nd,nd
S201,na,SCH,53.07,13.93,no,no,Forest,nd,nd,nd
S202,na,SCH,53.07,13.93,no,no,Forest,nd,nd,nd
S203,na,SCH,53.07,13.93,no,no,Forest,nd,nd,nd
S204,na,SCH,53.07,13.93,no,no,Forest,nd,nd,nd
S205,na,SCH,53.07,13.93,no,no,Forest,nd,nd,nd
S206,na,SCH,53.07,13.93,no,no,Forest,nd,nd,nd
S207,na,SCH,53.07,13.93,no,no,Forest,nd,nd,nd
S208,na,SCH,53.07,13.93,no,no,Forest,nd,nd,nd
S209,na,SCH,53.06,13.94,no,no,Forest,nd,nd,nd
S21,na,SCH,53,13.84,no,no,Forest,nd,nd,nd
S210,na,SCH,53.06,13.92,no,no,Forest,nd,nd,nd
S211,na,SCH,53.06,13.92,no,no,Forest,nd,nd,nd
S212,na,SCH,53.06,13.91,no,no,Forest,nd,nd,nd
S213,SEW22,SCH,53.06,13.91,no,no,Forest,Braunerde,Cambisol,Ei
S214,na,SCH,53.06,13.92,no,no,Forest,nd,nd,nd
S215,na,SCH,53.06,13.92,no,no,Forest,nd,nd,nd
S216,na,SCH,53.06,13.92,no,no,Forest,nd,nd,nd
S217,SEW30,SCH,53.06,13.92,no,no,Forest,Braunerde,Cambisol,Ki
S218,na,SCH,53.06,13.89,no,no,Forest,nd,nd,nd
S156,SEW29,SCH,53.02,13.86,no,no,Forest,Braunerde,Cambisol,Ki
S157,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S158,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S159,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S16,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S160,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S161,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S162,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S163,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S164,na,SCH,53.02,13.87,no,no,Forest,nd,nd,nd
S165,na,SCH,53.02,13.87,no,no,Forest,nd,nd,nd
S166,na,SCH,53.02,13.87,no,no,Forest,nd,nd,nd
S167,na,SCH,53.02,13.87,no,no,Forest,nd,nd,nd
S168,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S169,na,SCH,53.01,13.87,no,no,Forest,nd,nd,nd
S17,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S170,na,SCH,53.01,13.87,no,no,Forest,nd,nd,nd
S171,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S172,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S173,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S174,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S175,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S176,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S177,na,SCH,53.01,13.87,no,no,Forest,nd,nd,nd
S178,na,SCH,53.01,13.87,no,no,Forest,nd,nd,nd
S179,na,SCH,53.01,13.87,no,no,Forest,nd,nd,nd
S18,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S180,na,SCH,53.01,13.87,no,no,Forest,nd,nd,nd
S181,na,SCH,53.01,13.87,no,no,Forest,nd,nd,nd
S182,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S183,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S184,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S185,na,SCH,53.01,13.86,no,no,Forest,nd,nd,nd
S186,na,SCH,53.02,13.87,no,no,Forest,nd,nd,nd
S187,na,SCH,53.02,13.87,no,no,Forest,nd,nd,nd
S123,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S124,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S125,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S126,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S127,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S128,na,SCH,53.02,13.84,no,no,Forest,nd,nd,nd
S129,na,SCH,53.02,13.83,no,no,Forest,nd,nd,nd
S13,na,SCH,53,13.83,no,no,Forest,nd,nd,nd
S130,na,SCH,53.02,13.83,no,no,Forest,nd,nd,nd
S131,na,SCH,53.02,13.83,no,no,Forest,nd,nd,nd
S132,na,SCH,53.02,13.83,no,no,Forest,nd,nd,nd
S133,na,SCH,53.02,13.83,no,no,Forest,nd,nd,nd
S134,na,SCH,53.02,13.83,no,no,Forest,nd,nd,nd
S135,na,SCH,53.02,13.83,no,no,Forest,nd,nd,nd
S136,na,SCH,53.02,13.83,no,no,Forest,nd,nd,nd
S137,na,SCH,53.02,13.84,no,no,Forest,nd,nd,nd
S138,na,SCH,53.02,13.84,no,no,Forest,nd,nd,nd
S139,na,SCH,53.02,13.83,no,no,Forest,nd,nd,nd
S14,na,SCH,53,13.83,no,no,Forest,nd,nd,nd
S140,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S141,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S142,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S143,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S144,na,SCH,53.01,13.83,no,no,Forest,nd,nd,nd
S145,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S146,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S147,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S148,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S149,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S15,na,SCH,53,13.83,no,no,Forest,nd,nd,nd
S151,na,SCH,53.02,13.84,no,no,Forest,nd,nd,nd
S152,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S153,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S154,SEW13,SCH,53.02,13.86,no,yes,Forest,Podsol,Podzol,Ki
S155,na,SCH,53.02,13.86,no,no,Forest,nd,nd,nd
S1036,SEG37,SCH,53.13,13.88,no,yes,Grassland,Fahlerde,Albeluvisol,na
S1037,na,SCH,53.13,13.88,no,no,Grassland,nd,nd,nd
S1038,na,SCH,53.13,13.87,no,no,Grassland,nd,nd,nd
S1039,SEG18,SCH,53.14,13.88,no,yes,Grassland,Parabraunerde,Luvisol,na
S104,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S1041,na,SCH,52.96,13.78,no,no,Grassland,nd,nd,nd
S1042,SEG28,SCH,53.09,14.01,no,no,Grassland,Erdniedermoor,Histosol,na
S1043,SEG29,SCH,53.09,14,no,no,Grassland,Erdniedermoor,Histosol,na
S1044,SEG38,SCH,53.12,13.68,no,yes,Grassland,Braunerde,Cambisol,na
S1045,SEG42,SCH,52.87,13.97,no,yes,Grassland,Parabraunerde,Luvisol,na
S1046,SEG43,SCH,52.88,13.97,no,yes,Grassland,Parabraunerde,Luvisol,na
S1047,SEG44,SCH,52.88,13.97,no,no,Grassland,Braunerde,Cambisol,na
S1048,SEG45,SCH,52.88,13.96,no,no,Grassland,Fahlerde,Albeluvisol,na
S105,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S1051,SEG27,SCH,53.12,13.71,no,yes,Grassland,Mulmniedermoor,Histosol,na
S1052,SEG50,SCH,53.12,13.75,no,yes,Grassland,Braunerde,Cambisol,na
S106,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S107,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S108,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S109,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S11,na,SCH,53,13.83,no,no,Forest,nd,nd,nd
S110,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S111,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S112,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S113,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S114,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S115,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S116,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S117,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S118,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S119,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S12,na,SCH,53,13.83,no,no,Forest,nd,nd,nd
S120,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S121,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S122,na,SCH,53.01,13.84,no,no,Forest,nd,nd,nd
S1002,na,SCH,53.1,13.97,no,no,Grassland,nd,nd,nd
S1003,na,SCH,53.1,13.97,no,no,Grassland,nd,nd,nd
S1004,na,SCH,53.1,13.98,no,no,Grassland,nd,nd,nd
S1005,na,SCH,53.11,13.62,no,no,Grassland,nd,nd,nd
S1006,na,SCH,53.11,13.62,no,no,Grassland,nd,nd,nd
S1007,SEG25,SCH,53.11,13.62,no,yes,Grassland,Mulmniedermoor,Histosol,na
S1008,na,SCH,53.12,13.62,no,no,Grassland,nd,nd,nd
S1009,na,SCH,53.12,13.62,no,no,Grassland,nd,nd,nd
S101,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S1010,na,SCH,53.12,13.62,no,no,Grassland,nd,nd,nd
S1011,na,SCH,53.12,13.62,no,no,Grassland,nd,nd,nd
S1012,SEG6,SCH,53.1,13.62,yes,yes,Grassland,Mulmniedermoor,Histosol,na
S1013,na,SCH,53.1,13.62,no,no,Grassland,nd,nd,nd
S1014,na,SCH,53.1,13.63,no,no,Grassland,nd,nd,nd
S1015,SEG17,SCH,53.1,13.63,no,no,Grassland,Erdniedermoor,Histosol,na
S1016,na,SCH,53.1,13.63,no,no,Grassland,nd,nd,nd
S1017,na,SCH,53.1,13.63,no,no,Grassland,nd,nd,nd
S1018,na,SCH,53.09,13.63,no,no,Grassland,nd,nd,nd
S1019,na,SCH,53.11,14.02,no,no,Grassland,nd,nd,nd
S102,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S1020,na,SCH,53.11,14.02,no,no,Grassland,nd,nd,nd
S1021,na,SCH,53.1,14.02,no,no,Grassland,nd,nd,nd
S1022,SEG26,SCH,53.11,14.02,no,no,Grassland,Mulmniedermoor,Histosol,na
S1023,na,SCH,53.14,13.7,no,no,Grassland,nd,nd,nd
S1024,na,SCH,53.14,13.71,no,no,Grassland,nd,nd,nd
S1025,na,SCH,53.15,13.71,no,no,Grassland,nd,nd,nd
S1026,na,SCH,53.15,13.71,no,no,Grassland,nd,nd,nd
S1027,na,SCH,53.14,13.7,no,no,Grassland,nd,nd,nd
S1028,SEG14,SCH,53.09,13.98,no,no,Grassland,Gley,Gleysol,na
S1029,SEG1,SCH,53.09,13.97,yes,yes,Grassland,Erdniedermoor,Histosol,na
S103,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S1030,na,SCH,53.14,13.74,no,no,Grassland,nd,nd,nd
S1033,SEG49,SCH,52.97,13.86,no,no,Grassland,Fahlerde,Albeluvisol,na
S1034,na,SCH,52.97,13.85,no,no,Grassland,nd,nd,nd
S1035,SEG36,SCH,52.99,13.84,no,no,Grassland,Fahlerde,Albeluvisol,na
H95048,na,HAI,51.34,10.36,no,no,Forest,nd,nd,nd
H95068,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95069,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95070,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95071,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95072,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95073,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95074,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95075,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95076,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95077,na,HAI,51.36,10.52,no,no,Forest,nd,nd,nd
H95078,na,HAI,51.36,10.53,no,no,Forest,nd,nd,nd
H95079,na,HAI,51.36,10.53,no,no,Forest,nd,nd,nd
H95080,na,HAI,51.36,10.53,no,no,Forest,nd,nd,nd
H95081,na,HAI,51.36,10.53,no,no,Forest,nd,nd,nd
H95082,na,HAI,51.37,10.53,no,no,Forest,nd,nd,nd
H95083,na,HAI,51.37,10.53,no,no,Forest,nd,nd,nd
H95084,na,HAI,51.37,10.53,no,no,Forest,nd,nd,nd
H95085,na,HAI,51.36,10.53,no,no,Forest,nd,nd,nd
H95086,na,HAI,51.36,10.53,no,no,Forest,nd,nd,nd
H95087,na,HAI,51.37,10.53,no,no,Forest,nd,nd,nd
H95089,na,HAI,51.34,10.51,no,no,Forest,nd,nd,nd
H95090,na,HAI,51.35,10.51,no,no,Forest,nd,nd,nd
H95091,na,HAI,51.35,10.51,no,no,Forest,nd,nd,nd
H95092,na,HAI,51.35,10.51,no,no,Forest,nd,nd,nd
H96,na,HAI,51.28,10.2,no,no,Forest,nd,nd,nd
H9686,HEW35,HAI,51.1,10.41,no,yes,Forest,Parabraunerde,Luvisol,Bu
H97,na,HAI,51.28,10.2,no,no,Forest,nd,nd,nd
H98,na,HAI,51.28,10.2,no,no,Forest,nd,nd,nd
H99,na,HAI,51.28,10.2,no,no,Forest,nd,nd,nd
S1,na,SCH,53,13.85,no,no,Forest,nd,nd,nd
S10,na,SCH,53,13.83,no,no,Forest,nd,nd,nd
S100,na,SCH,53.01,13.85,no,no,Forest,nd,nd,nd
S1000,na,SCH,53.1,13.97,no,no,Grassland,nd,nd,nd
S1001,na,SCH,53.1,13.97,no,no,Grassland,nd,nd,nd
H95013,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H95014,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H95015,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H95016,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H95017,na,HAI,51.36,10.25,no,no,Forest,nd,nd,nd
H95018,na,HAI,51.36,10.25,no,no,Forest,nd,nd,nd
H95019,na,HAI,51.37,10.25,no,no,Forest,nd,nd,nd
H95020,na,HAI,51.37,10.25,no,no,Forest,nd,nd,nd
H95021,na,HAI,51.37,10.25,no,no,Forest,nd,nd,nd
H95022,na,HAI,51.37,10.25,no,no,Forest,nd,nd,nd
H95023,na,HAI,51.37,10.25,no,no,Forest,nd,nd,nd
H95024,na,HAI,51.37,10.25,no,no,Forest,nd,nd,nd
H95025,na,HAI,51.37,10.25,no,no,Forest,nd,nd,nd
H95026,na,HAI,51.36,10.25,no,no,Forest,nd,nd,nd
H95027,na,HAI,51.36,10.25,no,no,Forest,nd,nd,nd
H95028,na,HAI,51.37,10.25,no,no,Forest,nd,nd,nd
H95029,na,HAI,51.37,10.25,no,no,Forest,nd,nd,nd
H95030,na,HAI,51.36,10.26,no,no,Forest,nd,nd,nd
H95031,na,HAI,51.36,10.26,no,no,Forest,nd,nd,nd
H95032,na,HAI,51.37,10.26,no,no,Forest,nd,nd,nd
H95033,na,HAI,51.37,10.26,no,no,Forest,nd,nd,nd
H95034,na,HAI,51.36,10.26,no,no,Forest,nd,nd,nd
H95035,na,HAI,51.36,10.26,no,no,Forest,nd,nd,nd
H95036,na,HAI,51.36,10.26,no,no,Forest,nd,nd,nd
H95037,na,HAI,51.36,10.26,no,no,Forest,nd,nd,nd
H95038,na,HAI,51.37,10.26,no,no,Forest,nd,nd,nd
H95039,na,HAI,51.37,10.26,no,no,Forest,nd,nd,nd
H95040,na,HAI,51.37,10.26,no,no,Forest,nd,nd,nd
H95041,na,HAI,51.36,10.26,no,no,Forest,nd,nd,nd
H95042,na,HAI,51.36,10.26,no,no,Forest,nd,nd,nd
H95043,na,HAI,51.34,10.36,no,no,Forest,nd,nd,nd
H95044,na,HAI,51.34,10.36,no,no,Forest,nd,nd,nd
H95045,na,HAI,51.34,10.36,no,no,Forest,nd,nd,nd
H95046,na,HAI,51.34,10.36,no,no,Forest,nd,nd,nd
H95047,na,HAI,51.34,10.36,no,no,Forest,nd,nd,nd
H81658,na,HAI,51.07,10.45,no,no,Forest,nd,nd,nd
H81694,na,HAI,51.07,10.45,no,no,Forest,nd,nd,nd
H81830,na,HAI,51.07,10.43,no,no,Forest,nd,nd,nd
H82,na,HAI,51.19,10.38,no,no,Forest,nd,nd,nd
H83,na,HAI,51.21,10.38,no,no,Forest,nd,nd,nd
H8302,HEG2,HAI,51,10.43,yes,yes,Grassland,Pelosol,Vertisol,na
H84,na,HAI,51.21,10.39,no,no,Forest,nd,nd,nd
H85,na,HAI,51.2,10.39,no,no,Forest,nd,nd,nd
H8568,HEW11,HAI,51.1,10.4,yes,yes,Forest,Parabraunerde,Luvisol,Bu
H86,na,HAI,51.2,10.39,no,no,Forest,nd,nd,nd
H87,HEW15,HAI,51.21,10.39,no,no,Forest,Parabraunerde,Luvisol,Bu
H8709,HEG3,HAI,51,10.43,yes,yes,Grassland,Pelosol,Vertisol,na
H88,na,HAI,51.21,10.39,no,no,Forest,nd,nd,nd
H888,HEG41,HAI,51.22,10.37,no,no,Grassland,Braunerde,Cambisol,na
H89,na,HAI,51.2,10.39,no,no,Forest,nd,nd,nd
H9,na,HAI,51.19,10.3,no,no,Forest,nd,nd,nd
H90,na,HAI,51.2,10.39,no,no,Forest,nd,nd,nd
H91,na,HAI,51.21,10.39,no,no,Forest,nd,nd,nd
H92,na,HAI,51.21,10.39,no,no,Forest,nd,nd,nd
H93,na,HAI,51.19,10.3,no,no,Forest,nd,nd,nd
H94,na,HAI,51.19,10.3,no,no,Forest,nd,nd,nd
H95,na,HAI,51.19,10.3,no,no,Forest,nd,nd,nd
H95000,na,HAI,51.37,10.22,no,no,Forest,nd,nd,nd
H95001,na,HAI,51.37,10.22,no,no,Forest,nd,nd,nd
H95002,na,HAI,51.37,10.22,no,no,Forest,nd,nd,nd
H95003,na,HAI,51.37,10.22,no,no,Forest,nd,nd,nd
H95004,na,HAI,51.37,10.22,no,no,Forest,nd,nd,nd
H95005,na,HAI,51.37,10.22,no,no,Forest,nd,nd,nd
H95006,na,HAI,51.37,10.22,no,no,Forest,nd,nd,nd
H95007,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H95008,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H95009,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H95010,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H95011,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H95012,na,HAI,51.36,10.24,no,no,Forest,nd,nd,nd
H71713,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71725,na,HAI,51.14,10.38,no,no,Forest,nd,nd,nd
H71726,na,HAI,51.14,10.38,no,no,Forest,nd,nd,nd
H71807,na,HAI,51.13,10.37,no,no,Forest,nd,nd,nd
H71808,na,HAI,51.13,10.37,no,no,Forest,nd,nd,nd
H71812,na,HAI,51.13,10.37,no,no,Forest,nd,nd,nd
H71813,na,HAI,51.13,10.37,no,no,Forest,nd,nd,nd
H71825,na,HAI,51.14,10.37,no,no,Forest,nd,nd,nd
H71826,na,HAI,51.14,10.37,no,no,Forest,nd,nd,nd
H71834,na,HAI,51.15,10.37,no,no,Forest,nd,nd,nd
H71835,na,HAI,51.15,10.37,no,no,Forest,nd,nd,nd
H71836,na,HAI,51.15,10.37,no,no,Forest,nd,nd,nd
H71907,na,HAI,51.13,10.37,no,no,Forest,nd,nd,nd
H71908,na,HAI,51.13,10.37,no,no,Forest,nd,nd,nd
H71934,na,HAI,51.15,10.37,no,no,Forest,nd,nd,nd
H71935,na,HAI,51.15,10.37,no,no,Forest,nd,nd,nd
H71936,na,HAI,51.15,10.37,no,no,Forest,nd,nd,nd
H72,na,HAI,51.18,10.38,no,no,Forest,nd,nd,nd
H72007,na,HAI,51.13,10.37,no,no,Forest,nd,nd,nd
H72008,na,HAI,51.13,10.37,no,no,Forest,nd,nd,nd
H72920,HEW32,HAI,51.14,10.36,no,no,Forest,Parabraunerde,Luvisol,Bu
H73,na,HAI,51.18,10.38,no,no,Forest,nd,nd,nd
H74,na,HAI,51.18,10.38,no,no,Forest,nd,nd,nd
H75,na,HAI,51.18,10.38,no,no,Forest,nd,nd,nd
H76,na,HAI,51.18,10.38,no,no,Forest,nd,nd,nd
H77,na,HAI,51.19,10.38,no,no,Forest,nd,nd,nd
H78,na,HAI,51.19,10.38,no,no,Forest,nd,nd,nd
H79,na,HAI,51.19,10.38,no,no,Forest,nd,nd,nd
H8,na,HAI,51.19,10.3,no,no,Forest,nd,nd,nd
H80,na,HAI,51.19,10.38,no,no,Forest,nd,nd,nd
H8020,HEG49,HAI,51.28,10.39,no,no,Grassland,Braunerde,Cambisol,na
H81,na,HAI,51.19,10.39,no,no,Forest,nd,nd,nd
H81074,na,HAI,51.08,10.45,no,no,Forest,nd,nd,nd
H81132,na,HAI,51.08,10.45,no,no,Forest,nd,nd,nd
H81136,na,HAI,51.08,10.46,no,no,Forest,nd,nd,nd
H70811,na,HAI,51.13,10.39,no,no,Forest,nd,nd,nd
H71,na,HAI,51.18,10.38,no,no,Forest,nd,nd,nd
H71011,HEW7,HAI,51.13,10.39,yes,yes,Forest,Parabraunerde,Luvisol,Bu
H71023,na,HAI,51.14,10.39,no,no,Forest,nd,nd,nd
H71024,na,HAI,51.14,10.39,no,no,Forest,nd,nd,nd
H71025,na,HAI,51.14,10.39,no,no,Forest,nd,nd,nd
H71115,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71116,na,HAI,51.14,10.38,no,no,Forest,nd,nd,nd
H71123,na,HAI,51.14,10.38,no,no,Forest,nd,nd,nd
H71124,na,HAI,51.14,10.38,no,no,Forest,nd,nd,nd
H71125,HEW49,HAI,51.14,10.38,no,yes,Forest,Pseudogley,Stagnosol,Bu
H71208,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71209,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71210,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71215,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71216,na,HAI,51.14,10.38,no,no,Forest,nd,nd,nd
H71232,na,HAI,51.15,10.38,no,no,Forest,nd,nd,nd
H71233,na,HAI,51.15,10.38,no,no,Forest,nd,nd,nd
H71308,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71309,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71310,HEW9,HAI,51.13,10.38,yes,yes,Forest,Parabraunerde,Luvisol,Bu
H71315,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71316,na,HAI,51.14,10.38,no,no,Forest,nd,nd,nd
H71332,na,HAI,51.15,10.38,no,no,Forest,nd,nd,nd
H71333,na,HAI,51.15,10.38,no,no,Forest,nd,nd,nd
H71407,HEW29,HAI,51.13,10.38,no,no,Forest,Parabraunerde,Luvisol,Bu
H71432,na,HAI,51.15,10.38,no,no,Forest,nd,nd,nd
H71433,na,HAI,51.15,10.38,no,no,Forest,nd,nd,nd
H71515,HEW30,HAI,51.13,10.38,no,no,Forest,Parabraunerde,Luvisol,Bu
H71612,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71613,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H71623,HEW31,HAI,51.14,10.38,no,no,Forest,Parabraunerde,Luvisol,Bu
H71625,na,HAI,51.14,10.38,no,no,Forest,nd,nd,nd
H71626,na,HAI,51.14,10.38,no,no,Forest,nd,nd,nd
H71712,na,HAI,51.13,10.38,no,no,Forest,nd,nd,nd
H684,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H685,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H686,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H687,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H688,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H689,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H69,na,HAI,51.18,10.38,no,no,Forest,nd,nd,nd
H691,na,HAI,51.34,10.37,no,no,Forest,nd,nd,nd
H692,na,HAI,51.34,10.37,no,no,Forest,nd,nd,nd
H694,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H695,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H696,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H697,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H698,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H699,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H7,na,HAI,51.19,10.3,no,no,Forest,nd,nd,nd
H70,na,HAI,51.18,10.38,no,no,Forest,nd,nd,nd
H700,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H701,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H702,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H703,na,HAI,51.34,10.37,no,no,Forest,nd,nd,nd
H704,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H70417,na,HAI,51.13,10.39,no,no,Forest,nd,nd,nd
H70418,na,HAI,51.14,10.39,no,no,Forest,nd,nd,nd
H70419,na,HAI,51.14,10.39,no,no,Forest,nd,nd,nd
H705,na,HAI,51.33,10.37,no,no,Forest,nd,nd,nd
H70517,HEW48,HAI,51.14,10.39,no,no,Forest,Pseudogley,Stagnosol,Bu
H70518,na,HAI,51.14,10.39,no,no,Forest,nd,nd,nd
H70519,na,HAI,51.14,10.39,no,no,Forest,nd,nd,nd
